prompt,hypothesis,prompt_aligned,prompt_aligned_rev,hypothesis_rev,reference,prompts_plus_orth,prompts_plus_hypo,id,conf_mat_val
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S07C007M8_1LG,TN
reis,he*st,reis*,reis*,he*st,CORRECTLY_READ,0,1,S07C007M8_1LG,FP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S07C007M8_1LG,TN
huis,h**s,huis,huis,h**s,CORRECTLY_READ,0,1,S07C007M8_1LG,FP
paard,b*acht,paard*,pa*ard,bac*ht,CORRECTLY_READ,0,1,S07C007M8_1LG,FP
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S07C007M8_1LG,TN
muts,mo*est,mut*s*,m*u*ts,moest*,g/1,1,1,S07C007M8_1LG,TP
nieuw,n*ee*,nieuw,nieuw,nee**,CORRECTLY_READ,0,1,S07C007M8_1LG,FP
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S07C007M8_1LG,TN
bang,daan dan,ba*n*g**,b*an***g***,daan dan oa,g/9,1,1,S07C007M8_1LG,TP
oog,oa oog,o**o*g,oog,oog,CORRECTLY_READ,0,0,S07C007M8_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S07C007M8_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S07C007M8_1LG,TN
plas,tlas,plas,plas,tlas,CORRECTLY_READ,0,1,S07C007M8_1LG,FP
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S07C007M8_1LG,TN
knoop,knoot,knoop,knoop,knoot,CORRECTLY_READ,0,1,S07C007M8_1LG,FP
plank,*lan*,plank,plank,*lan*,12,1,1,S07C007M8_1LG,TP
water,wante*,wa*ter,wa*ter,wante*,5/35,1,1,S07C007M8_2LG,TP
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S07C007M8_2LG,TN
drogen,tho* en,drog*en,dro*gen,tho *en,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
winkel,wintel,winkel,winkel,wintel,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S07C007M8_2LG,TN
schouder,schauter,schouder,schouder,schauter,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S07C007M8_2LG,TN
koning,conding,kon*ing,kon*ing,conding,g/5/35,1,1,S07C007M8_2LG,TP
moeilijk,moe* lijk,moei*lijk,moe*ilijk,moe *lijk,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S07C007M8_2LG,TN
drinken,warin ken,d*rin*ken,d*rin*ken,warin ken,g/14,1,1,S07C007M8_2LG,TP
hoofdpijn,hoof*pijn,hoofdpijn,hoofdpijn,hoof*pijn,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
regen,ve gu*,re*gen,re*gen,ve gu*,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
vliegtuig,*lierkaar,vliegtuig,vliegtuig,*lierkaar,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
stoppen,s*opten,stoppen,stoppen,s*opten,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
opnieuw,opnieuw,opnieuw,opnieuw**,opnieuw a,CORRECTLY_READ,0,0,S07C007M8_2LG,TN
gooien,a g*o* je*,**gooi**en,go**oien,go j**e*,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
schreeuwen,us** neeuw en,*sch*reeuw*en,*s*chreeuw*en**,us n**eeuw en m,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
moeder,m mo*ter,m**oeder,moeder,mo*ter,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
liedje,ni**ja,liedje,liedje,ni**ja,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
potlood,po* lout,pot*lood,po*tlood,po *lout,c,1,1,S07C007M8_2LG,TP
fietsbel,fi*t**el,fietsbel,fietsbel,fi*t**el,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
vinger,v*n r virr,vin*g**er*,vin***ge*r,v*n r virr,e/j,1,1,S07C007M8_2LG,TP
dichtbij,di**rdin,dichtbij,dichtbij,dird**in,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
meisje,me cho scra ver,me***i*sj****e*,me***i*s****je*,me cho scra ver,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
chauffeur,chauffeur,chauffeur,chauffeur,chauffeur,CORRECTLY_READ,0,0,S07C007M8_2LG,TN
muziek,muzi*k,muziek,muziek,muzi*k,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S07C007M8_2LG,TN
scheuren,sch*onen,scheuren,sch**e***uren,schonen ga*an,a/4,1,1,S07C007M8_2LG,TP
lawaai,gaan la wai,la*w**a**ai,la*waai,la wa*i,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
zwemmen,*awa* ben,z*wem*men,*zwe*mmen,a*wa b*en,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S07C007M8_2LG,TN
appel,advel,appel,appe*********l**,advel sch soolja,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
cola,sch soolja,*c***o*l*a,*c*ola,schola,g/13,1,1,S07C007M8_2LG,TP
kussen,schola kursen,*******kussen,kussen,kursen,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
eerste,eerste,eerste,eerste*****,eerste gi s,CORRECTLY_READ,0,0,S07C007M8_2LG,TN
circus,gi s shi snus,ci*r*c*****us,*ci*rcus,shi snus,g/33/13/21,1,1,S07C007M8_2LG,TP
kleuren,cle* van,kleu*ren,kle*uren,cle *van,CORRECTLY_READ,0,1,S07C007M8_2LG,FP
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S07C007M8_2LG,TN
vlinder,*neen dof,vli*n*der,v*lin*der,ne*en dof,g/23,1,1,S07C007M8_2LG,TP
omdraaien,omgi op den wa*hen,omd***r**a***ai*en,om******d***ra*aien,omgi op den wah**en,g/25/5,1,1,S07C007M8_3+4LG,TP
poppenwagen,*oppen wagen,poppen*wagen,poppen*wagen,*oppen wagen,g/23/5,1,1,S07C007M8_3+4LG,TP
konijnenhok,ko co*na*um ook,ko*nijnen*h*o*k,ko*nijn*en**hok,ko co*naum o*ok,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
elastiekje,en nog sti*kje,el**a**stiekje,e**la**stiekje,en nog sti*kje,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
ruziemaken,**hoe in maken,ruzie****maken,r*u*zi**emaken,hoe *in *maken,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
teddybeer,dat die weer,ted*dy**beer,ted*d*y*beer,dat die weer,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
dierentuin,dieren daan,dieren*tuin,dieren*tuin,dieren daan,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
paddenstoelen,patten stoelen,padden*stoelen,padden*stoelen,patten stoelen,10,1,1,S07C007M8_3+4LG,TP
verstoppetje,veur stopten tje vastoptentje,ve*r*stop*************p*e*tje,ve*r*stop*************p*e*tje,veur stopten tje vastoptentje,g/14,1,1,S07C007M8_3+4LG,TP
wasmachine,was maa was magina foed,was*ma**c*h****in****e*,was*m****a**c*hin**********e,was maa was magina foed fote,g/14,1,1,S07C007M8_3+4LG,TP
fototoestel,fote fototoestel,fot***oto**estel,fototoestel,fototoestel,CORRECTLY_READ,0,0,S07C007M8_3+4LG,TN
toiletpapier,tooin totaal papier,to*il**et****papier,t*oi**let****papier,tooin totaal papier,g/j,1,1,S07C007M8_3+4LG,TP
vrachtwagen,vranht waren,vracht*wagen,vracht*wagen,vranht waren,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
buurmannen,duur ma*nen,buur*mannen,buur*mannen***,duur man*en fo,g/9,1,1,S07C007M8_3+4LG,TP
vogelkooi,fo voelko oli,vo*g*elko*o*i,vogelko*o*i,vo*elko oli,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
olifant,*alifanschoen,olifant*****,olifan*****t,*alifanschoen,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
schommelen,schommeren,schommelen,schommelen,schommeren,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
iedereen,i*devreen,iede*reen,iede*reen,i*devreen,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
schoenenwinkel,schoen a schoene winkel,schoen*******en**winkel,schoen*******en**winkel,schoen a schoene winkel,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
knutselen,tnut*ellen,knutsel*en,knutse*len***,tnut*ellen op,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
ophangen,op opdra*gen,op**h**angen,op*hangen,opdra*gen,e/j,1,1,S07C007M8_3+4LG,TP
verjaardag,v*raa ja orjandag,ver***ja*ar***dag,ver***ja****ardag***,v*raa ja orjandag bo,g/21/14,1,1,S07C007M8_3+4LG,TP
sprookjesboek,**bo sbok*esboek,spro***okjesboek,sprookjesboek,sb*o*k*esboek,g/21,1,1,S07C007M8_3+4LG,TP
tandenborstel,rante*bo*stal,tandenborstel,tandenborstel,rante*bo*stal,g/35,1,1,S07C007M8_3+4LG,TP
lucifer,nog* serf,luci*fer*,luc*ifer*,nog *serf,c/11/16,1,1,S07C007M8_3+4LG,TP
slaapkamer,***at kanpe*,slaap*kam*er,slaap*ka*mer,**a*t kanpe*,g/35,1,1,S07C007M8_3+4LG,TP
achterdeur,a**s a*d*uil,acht*erdeu*r,ac*hterdeur,as **a*duil,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
ziekenhuis,z*eken haars,zieken*hui*s,zieken*hui*s,z*eken haars,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
nieuwsgierig,niet ieuw snu shreven,nie****uw*sgi****erig,n****ieuw*sgi****erig,niet ieuw snu shreven,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
afblijven,an blijven,af*blijven,af*blijven,an blijven,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
kabouter,kabaute*,kabouter,kabouter,kabaute*,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
washandje,w***a*tje,washandje,washandje,wat****je,g/4,1,1,S07C007M8_3+4LG,TP
sneeuwwitje,*nee** weetje,sneeuw*wi*tje,snee*uw*witje,*nee *we*etje,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S07C007M8_3+4LG,TN
vakantie,*ankanci io,va*kanti*e*,va*kant**ie,*ankanci io,g/23/35,1,1,S07C007M8_3+4LG,TP
limonade,gimonade,limonade,limonade,gimonade,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
autorijden,auto gui*nen,auto*r*ijden,auto*r*ijden,auto guin*en,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
eindelijk,e*ndelijk,eindelijk,eindelijk,e*ndelijk,CORRECTLY_READ,0,1,S07C007M8_3+4LG,FP
familie,familie,familie,familie*******,familie schoon,CORRECTLY_READ,0,0,S07C007M8_3+4LG,TN
chocolade,schoon shschoolschoenlaten,*cho******c*o*l*******ade*,***ch*o**c*o**lade*,shschoolschoenlaten,g/33/26,1,1,S07C007M8_3+4LG,TP
klas,klas,klas,klas,klas,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
koe,koe,koe,koe,koe,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
arm,arem,ar*m,ar*m,arem,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
groei,g*oei,groei,groei,g*oei,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
strand,s*pa*t,strand,strand,sp*at*,e/21/23/5,1,1,S07C008M8_1LG,TP
bed,bet,bed,bed,bet,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
sjaal,slaa*i,sjaal*,sjaa*l,slaai*,g/2,1,1,S07C008M8_1LG,TP
herfst,heer vest,he*r*f*st,h*er*f*st,heer vest,c/5/30/38,1,1,S07C008M8_1LG,TP
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
straat,st*aart,straa*t,straa*t,st*aart,e/1,1,1,S07C008M8_1LG,TP
leeuw,leeel,leeuw,leeu**w,leeel m,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
clown,m kla klal,c**lo*wn**,clo**w*n,kla klal,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
krant,kran*,krant,krant,kran*,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
hout,h*elt,hou*t,ho*ut,hel*t,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
gauw,g*el,gauw,ga*uw,gel*s,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
chips,*schip*,*chips,chips,*chip*,e/3,1,1,S07C008M8_1LG,TP
groen,g*oen,groen,groen,g*oen,g/16,1,1,S07C008M8_1LG,TP
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
reis,weeest,rei*s*,r*eis*,weeest,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
huis,hu*rs,hui*s,hu*is,hur*s,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
paard,waart,paard,paard,waart,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
vijf,ve*r,vijf,vijf,ver*,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
muts,niet*,mu*ts,m*uts,niet*,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
nieuw,n*een,nieuw,nieuw,nee*n,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
kind,*e**,kind,kind,*e**,e/23,1,1,S07C008M8_1LG,TP
bang,ban*,bang,bang,ban*,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
oog,oer,oog,oog,oer,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
zacht,si** eit,zach***t,z***acht,si ei**t,e/j,1,1,S07C008M8_1LG,TP
schoen,schroen,sch*oen,sch*oen,schroen,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S07C008M8_1LG,TN
neus,ne*s,neus,neus,ne*s,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
knoop,kn** p,knoo*p,kn*oop,kn **p,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
plank,blant,plank,plank,blant,CORRECTLY_READ,0,1,S07C008M8_1LG,FP
water,gaddaar,wat*e*r,wa*t*er,gaddaar,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
mevrouw,we vragen,me*vro*uw,me*vro*u**w*,we vragen ja,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
drogen,*ja dgen,dro**gen,drogen,d**gen,e/21,1,1,S07C008M8_2LG,TP
winkel,mink**,winkel,winkel,mink**,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
auto,a*lto,au*to,a*uto,al*to,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
schouder,**k*an*s,schouder,schouder,k**a*n*s,g/26,1,1,S07C008M8_2LG,TP
verhaal,***f*a*,verhaal,verhaal,f***a**,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
koning,k***n*,koning,kon*ing,k*nee**,g/18/26,1,1,S07C008M8_2LG,TP
moeilijk,***ee* a**,moeil*ijk,moeilijk,*a******,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S07C008M8_2LG,TN
drinken,d****an,drinken,drinken,d*an***,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
hoofdpijn,hoef****t,hoofdpijn,hoofdpijn,hoeft****,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
regen,ve*el,regen,regen,ve*el,e/23/4,1,1,S07C008M8_2LG,TP
vliegtuig,*hoof um uen,vlieg**t*uig,vlieg**t*uig,h*oof um uen,c/j,1,1,S07C008M8_2LG,TP
stoppen,standunt,stoppen*,stoppen*,standunt,e/4/35,1,1,S07C008M8_2LG,TP
opnieuw,*den*e*n,op*nieuw,*opnieuw,de*n*e*n,c/30/38,1,1,S07C008M8_2LG,TP
gooien,goo*en,gooien,gooien,goo*en,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
schreeuwen,s**nee*wen,schreeuwen,schreeuwen,sn**ee*wen,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
moeder,no*te*,moeder,moede*r,no*te j,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
liedje,***j j e,lied*j*e,l*ie*dje,j *e **a,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
potlood,a potloud,**potlood,potlood,potloud,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
fietsbel,fiedspin,fietsbel,fietsbel,fiedspin,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
vinger,vinger,vinger,vinger,vinger,CORRECTLY_READ,0,0,S07C008M8_2LG,TN
dichtbij,si*na t*is,dich**tbij,dic**htbij,sina *t*is,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
meisje,p*i sha,mei*sje,mei*sje,p*i sha,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
chauffeur,*ga**fe**,chauffeur,chauffeur,g*a*f*e**,g/13/6,1,1,S07C008M8_2LG,TP
muziek,nusiek,muziek,muziek,nusiek,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
waarom,waar*m,waarom,waarom,waar*m,g/4,1,1,S07C008M8_2LG,TP
scheuren,s***uren,scheuren,scheuren,s***uren,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
lawaai,law*ay,lawaai,lawaai,laway*,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S07C008M8_2LG,TN
vuurwerk,zuurwerk,vuurwerk,vuurwerk,zuurwerk,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S07C008M8_2LG,TN
cola,seel*,co*la,c*ol**a,seel ku,g/13/4/18/26,1,1,S07C008M8_2LG,TP
kussen,ku* kuen,kus*s*en,kussen,ku**en,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
eerste,*a* sta,eer*ste,e*erste,a **sta,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
circus,se*men,circus,circus,sem*en,g/j,1,1,S07C008M8_2LG,TP
kleuren,kn*urgen,kleur*en,kleur*en,kn*urgen,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
voetbal,voetdal,voetbal,voetbal,voetdal,CORRECTLY_READ,0,1,S07C008M8_2LG,FP
vlinder,fre*em en,vlin*d*er,vl*in*der,freem *en,e/14,1,1,S07C008M8_2LG,TP
klas,klas,klas,klas,klas,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
koe,kooi,koe*,k*oe,kooi,g/35,1,1,S07C009M8_1LG,TP
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
groei,g*ooi,groei,g****roe****i**,gooi goi strant,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
strand,goi strant strand,****stran*******d,strand,strand,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
draai,tr*ai,draai,draai,tra*i,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
sjaal,s gaal,s*jaal,s*jaal,s gaal,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
herfst,**r*st,herfst,herfst,**r*st,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
duur,**er,duur,duur,*e*r,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
leeuw,lee*l,leeuw,lee****uw,leel klon,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
clown,klo*n,clown,clo*wn,klonkt,g/9/14,1,1,S07C009M8_1LG,TP
hoek,klonkt ook,h*o****e*k,hoek,*ook,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
hout,hout,hout,hout,hout,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
vriend,frijn f frind,vri*******end,vri*******end,frijn f frind,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
gauw,gaal,gauw,gauw,gaal,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
chips,*gip*,chips,chips,g*ip*,g/13,1,1,S07C009M8_1LG,TP
groen,*g*oen,groen,groen,*g*oen,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
reis,reis,reis,reis,reis,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
huis,h*as,huis,huis,ha*s,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
paard,p*art,paard,paard,pa*rt,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
vijf,vi*f,vijf,vijf,vi*f,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
muts,mut*,muts,muts,mut*,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
nieuw,neel kmit,nie****uw,nie****uw,neel kmit,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S07C009M8_1LG,TN
neus,meneer,**neus,**neus,meneer,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
knoop,ken*op,k*noop,k*noop,keno*p,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
plank,plan*,plank,plank,plan*,CORRECTLY_READ,0,1,S07C009M8_1LG,FP
water,water,water,water**,water v,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
mevrouw,v meervrouw,**me**vrouw,m*e*vrouw,meervrouw,g/5/35,1,1,S07C009M8_2LG,TP
drogen,*tulgen,dro*gen,d*rogen,tul*gen,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
schouder,*schoenders,schou*der*,schou*der*,*schoenders,a/5/16,1,1,S07C009M8_2LG,TP
verhaal,ver**al,verhaal,verhaal,ver*a*l,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
koning,kon niet ko,kon**i*n*g*,ko**ni*n*g*,kon niet ko,28,1,1,S07C009M8_2LG,TP
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
drinken,drinken,drinken,drinken******,drinken hoxxx,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
hoofdpijn,hoxxx hoofdpijn,ho*****o*fdpijn,hoofdpij********n,hoofdpijn rechten,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
regen,rechten regen,re********gen,regen,regen,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
vliegtuig,vlliiiegtuig,vl*i**egtuig,v*l**iegtuig,vlliiiegtuig,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
stoppen,sto*pen,stoppen,stoppen,stop*en,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
opnieuw,opnie*l,opnieuw,opnieuw,opnie*l,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
gooien,gooi mel,gooi**en,gooi**en,gooi mel,e/25,1,1,S07C009M8_2LG,TP
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
liedje,liet ja,lied*je,lied*je,liet ja,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
potlood,po*l*ot,potlood,potlo***od,po*lot fit,g/5,1,1,S07C009M8_2LG,TP
fietsbel,fit fitspel,fi***etsbel,fietsbel****,fi*tspel vin,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
vinger,vin vinger,vin****ger,vinger,vinger,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
dichtbij,dichte bij,dicht**bij,dicht**bij,dichte bij,c/30/38,1,1,S07C009M8_2LG,TP
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
chauffeur,c*a*ffeur,chauffeur,chauffeur,c*a*ffeur,g/13/6,1,1,S07C009M8_2LG,TP
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
scheuren,scheuren,scheuren,scheuren,scheuren,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
appel,oppel,appel,appel,oppel,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
cola,hukola,c**ola,**cola,hukola,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
kussen,ku**en,kussen,kussen,ku**en,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
eerste,heersten,*eerste*,*eerste*,heersten,e/32,1,0,S07C009M8_2LG,FN
circus,**sguis,circu*s,circu*s,s*g*uis,c/11/33/35,1,1,S07C009M8_2LG,TP
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S07C009M8_2LG,TN
