prompt,hypothesis,prompt_aligned,prompt_aligned_rev,hypothesis_rev,reference,prompts_plus_orth,prompts_plus_hypo,id,conf_mat_val
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S07C059V8_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
liedje,liedje,liedje,liedje,liedje,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
fietsbel,fietspel,fietsbel,fietsbel,fietspel,g/23,1,1,S07C059V8_2LG,TP
vinger,vli*eger,v*in*ger,v*i*nger,vlie*ger,e/35/5/22,1,1,S07C059V8_2LG,TP
dichtbij,dichtbij,dichtbij,dichtbij,dichtbij,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
chauffeur,chauffeur,chauffeur,chauffeur,chauffeur,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
scheuren,schouder,scheuren,scheuren,schouder,e/20,1,1,S07C059V8_2LG,TP
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
cola,cola,cola,cola,cola,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
eerste,eersten,eerste*,eerste*,eersten,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
circus,***zus,circus,circus,z***us,g/23,1,1,S07C059V8_2LG,TP
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S07C059V8_2LG,TN
vlinder,v*inden,vlinder,vlinder,v*inden,e/j,1,1,S07C059V8_2LG,TP
omdraaien,omdraaien,*omdraaien,*omdraaien,omdraaien,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
poppenwagen,poppen wagen,poppen*wagen,poppen*wagen,poppen wagen,CORRECTLY_READ,0,1,S07C059V8_3+4LG,FP
konijnenhok,konijnenrok,konijnenhok,konijnenho****k**,konijnenrok elkas,CORRECTLY_READ,0,1,S07C059V8_3+4LG,FP
elastiekje,elkas elastiekje,el*as*****tiekje,elastiekje***,elastiekje ja,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
ruziemaken,ja muziek maken,r***uzie**maken,ruzie**maken,muziek maken,e/j,1,1,S07C059V8_3+4LG,TP
teddybeer,hobbybeer,teddybeer,teddybeer,hobbybeer,c/j,1,1,S07C059V8_3+4LG,TP
dierentuin,dierentuin,dierentuin,dierentuin,dierentuin,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
verstoppetje,verstoppertj*,verstoppe*tje,verstoppe*tje,verstoppertje,CORRECTLY_READ,0,1,S07C059V8_3+4LG,FP
wasmachine,**********e,wasmachine,wasmachine,**********,CORRECTLY_READ,0,1,S07C059V8_3+4LG,FP
fototoestel,fototoestel,fototoestel,fototoestel,*fototoestel,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
toiletpapier,toiletpapier,toiletpapier,toiletpapier,toiletpapier,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
vrachtwagen,verwacht***en,v*r*achtwagen,v*r*achtwagen,verwacht***en,c/j,1,1,S07C059V8_3+4LG,TP
buurmannen,buurmannen,buurmannen,buurmannen,buurmannen,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
vogelkooi,vogelkooi,vogelkooi,vogelkooi,vogelkooi,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
schommelen,schommelen,schommelen,schommelen,schommelen,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
iedereen,iedereen,iedereen,iedereen,iedereen,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
schoenenwinkel,scho**enwinkel,schoenenwinkel,schoenenwinkel,schoen**winkel,e/25,1,1,S07C059V8_3+4LG,TP
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
ophangen,ophangen,ophangen,ophangen,ophangen,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
tandenborstel,tandenborstel,tandenborstel,tandenborstel,tandenborstel,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
lucifer,lucifer,lucifer,lucifer*********,lucifer slaapzak,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
slaapkamer,slaapzak slaapkamer,slaap**k***a****mer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
achterdeur,achterdeur,achterdeur,achterdeur,achterdeur,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
nieuwsgierig,nieuw***elingen,nieuwsgieri*g**,nieuwsgieri*g**,nieuw***elingen,e/j,1,1,S07C059V8_3+4LG,TP
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
kabouter,gebouwter,kabou*ter,kabou*ter**********,gebouwter washanden,CORRECTLY_READ,0,1,S07C059V8_3+4LG,FP
washandje,washanden washandje,washand**********je,washandje,washandje,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
sneeuwwitje,sneeu*wetje,sneeuwwitje,sneeuwwitje,sneeuw*etje,CORRECTLY_READ,0,1,S07C059V8_3+4LG,FP
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
limonade,limonade,limonade,limonade,limonade,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
autorijden,autorijden,autorijden,autorijden,autorijden,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
eindelijk,eindelijk,eindelijk,eindelijk,eindelijk,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
chocolade,chocolade,chocolade,chocolade,chocolade,CORRECTLY_READ,0,0,S07C059V8_3+4LG,TN
klas,klas,*klas,*klas,klas,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
koe,koe,koe,koe,koe,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
groei,gerooi,g*roei,g*roei,gerooi,CORRECTLY_READ,0,1,S07C060M8_1LG,FP
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
sjaal,s*iaal,sj*aal,s*jaal,si*aal,CORRECTLY_READ,0,1,S07C060M8_1LG,FP
herfst,herfst,herfst,herfst,herfst,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
duur,buur,duur,duur,buur,e/9,1,1,S07C060M8_1LG,TP
straat,st**art,straa*t,st*raat,star**t,e/1/5,1,1,S07C060M8_1LG,TP
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
clown,klo*on,clow*n,cl*own,kloo*n,CORRECTLY_READ,0,1,S07C060M8_1LG,FP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
hout,hout,hout,hout,hout,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
gauw,goud,gauw,gauw,goud,CORRECTLY_READ,0,1,S07C060M8_1LG,FP
chips,schips,*chips,*chips,schips,g/33,1,0,S07C060M8_1LG,FN
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
reis,reis,reis,reis,reis,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
huis,heus,huis,h*uis,heu*s,CORRECTLY_READ,0,1,S07C060M8_1LG,FP
paard,p*art,paard,paard,pa*rt,CORRECTLY_READ,0,1,S07C060M8_1LG,FP
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
muts,mu*st,muts*,mu*ts,must*,g/1,1,1,S07C060M8_1LG,TP
nieuw,nieuw,nieuw,nieuw,nieuw,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
oog,hoog,*oog,*oog,hoog,e/35,1,0,S07C060M8_1LG,FN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
schoen,schoon,schoen,schoen,schoon,CORRECTLY_READ,0,1,S07C060M8_1LG,FP
plas,belas,p*las,p*las,belas,CORRECTLY_READ,0,1,S07C060M8_1LG,FP
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
knoop,knoop,knoop,knoop,knoop,CORRECTLY_READ,0,0,S07C060M8_1LG,TN
plank,blank,plank,plank,blank,CORRECTLY_READ,0,1,S07C060M8_1LG,FP
water,koolwater,*****water,***********water,koolwater water,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
mevrouw,water mevrouw,******mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
drogen,broken,drogen,drogen,broken,g/9,1,1,S07C060M8_2LG,TP
winkel,winkel,winkel,winkel,winkel,g/4,1,0,S07C060M8_2LG,FN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
schouder,sch*ulpen rest,schoud*e**r***,schou*de**r***,sch*ulpen rest,g/j,1,1,S07C060M8_2LG,TP
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
moeilijk,ko*ning spiegelk,moe*il****i*j**k,mo*e*****i*lijk,koning spiegelk,CORRECTLY_READ,0,1,S07C060M8_2LG,FP
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
drinken,brinken,drinken,drinken,brinken,g/9/30/38,1,1,S07C060M8_2LG,TP
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
regen,*er*g,regen,*regen,er*g**,e/1/25,1,1,S07C060M8_2LG,TP
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
opnieuw,opn*emen,opnie*uw,opni*euw,opneme*n,g/4,1,1,S07C060M8_2LG,TP
gooien,gooien,gooien,gooien,gooien,g/18/26,1,0,S07C060M8_2LG,FN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S07C060M8_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
liedje,liedjes,liedje*,liedje*,liedjes,e/32,1,0,S07C060M8_2LG,FN
potlood,postel*and,po*t*loo*d,po*t*lo*od,postelan*d,g/35/4,1,1,S07C060M8_2LG,TP
fietsbel,fietspijl,fietsbe*l,fietsbe*l,fietspijl,CORRECTLY_READ,0,1,S07C060M8_2LG,FP
vinger,vinder,vinger,vinger,vinder,g/35,1,1,S07C060M8_2LG,TP
dichtbij,bechtpijl,dichtbij*,dichtbij*,bechtpijl,g/9/4,1,1,S07C060M8_2LG,TP
meisje,meisjes,meisje*,meisje*,meisjes,e/32,1,0,S07C060M8_2LG,FN
chauffeur,*g*e*vaar,chauffeur,c*hauffeur,gevaa****r,e/j,1,1,S07C060M8_2LG,TP
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
scheuren,scheuren,scheuren,scheuren,scheuren,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
lawaai,jawaa*l,lawaai*,lawaa*i,jawaal*,g/3,1,1,S07C060M8_2LG,TP
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
appel,appel,appel,appel,appel,g/4,1,0,S07C060M8_2LG,FN
cola,cola,cola,cola,cola,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
circus,kussen,circus,circus,kussen,g/13,1,1,S07C060M8_2LG,TP
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S07C060M8_2LG,TN
vlinder,vliegtuig,vli*nde*r,vli*nd*er,vliegtuig,CORRECTLY_READ,0,1,S07C060M8_2LG,FP
omdraaien,omdraaien,*omdraaien,***********omdraaien,omdraaien omdraaien,g/11/25,1,0,S07C060M8_3+4LG,FN
poppenwagen,omdraaien poppen wagen,**********poppen*wagen,poppen*wagen,poppen wagen,CORRECTLY_READ,0,1,S07C060M8_3+4LG,FP
konijnenhok,konijnen* ook,konijnenh*o*k,konijnen**hok,konijnen o*ok,CORRECTLY_READ,0,1,S07C060M8_3+4LG,FP
elastiekje,**asti*kjes,elastiekje*,elastiekje*,**asti*kjes,g/26/32,1,1,S07C060M8_3+4LG,TP
ruziemaken,hu*izen maken,ruzi*e**maken,ru*zie**maken,huiz*en maken,CORRECTLY_READ,0,1,S07C060M8_3+4LG,FP
teddybeer,***de bieber,teddy*b*e*er,te*d*dybeer,de bi*ebe*r,g/9/5,1,1,S07C060M8_3+4LG,TP
dierentuin,de eerenteun,di*e*rentuin,d**ierent*uin,de eerenteu*n,c,1,1,S07C060M8_3+4LG,TP
paddenstoelen,pantijnstoelen,padde*nstoelen,padde*nstoelen,pantijnstoelen,g/35,1,1,S07C060M8_3+4LG,TP
verstoppetje,verstoppertje,verstoppe*tje,verstoppe*tje,verstoppertje,CORRECTLY_READ,0,1,S07C060M8_3+4LG,FP
wasmachine,wasmachtingen,wasmach*in*e*,wasmach*in*e*,wasmachtingen,g/38/35,1,1,S07C060M8_3+4LG,TP
fototoestel,fototoestel,fototoestel,fototoestel,fototoestel,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
toiletpapier,d*enenpat*er,toiletpapier,toiletpapier,de*nenpat*er,g/j,1,1,S07C060M8_3+4LG,TP
vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
buurmannen,buurma***n,buurmannen,buurmannen,buurman***,e/25,1,1,S07C060M8_3+4LG,TP
vogelkooi,vogelkooi,vogelkooi,vogelkooi,vogelkooi,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
schommelen,schoonmelden,scho*mmel*en,sch*ommel*en,schoonmelden,CORRECTLY_READ,0,1,S07C060M8_3+4LG,FP
iedereen,iedereen,iedereen,iedereen,iedereen,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
schoenenwinkel,schoenenwinkel,schoenenwinkel,schoenenwinkel,schoenenwinkel,c/4,1,0,S07C060M8_3+4LG,FN
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
ophangen,ophangen,ophangen,ophangen,ophangen,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
tandenborstel,***de** ar*t*s,tandenb*orstel,tande*nborstel,***de **ar*t*s,c/j,1,1,S07C060M8_3+4LG,TP
lucifer,loekoffer,lu*cif*er,l*uci*fer,loekoffer,g/4/13,1,1,S07C060M8_3+4LG,TP
slaapkamer,slaapkamer,slaapkamer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
achterdeur,ac*t***eur,achterdeur,achterdeur,ac*te***ur,e/j,1,1,S07C060M8_3+4LG,TP
ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
nieuwsgierig,d*e* wask*erang,nieu*w*sgieri*g,nie*uw*sgieri*g,d*e *wask*erang,g/j,1,1,S07C060M8_3+4LG,TP
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
kabouter,kabouter,kabouter,kabouter,kabouter,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
washandje,washan**ier,washandj*e*,washan*dje*,washani**er,g/23,1,1,S07C060M8_3+4LG,TP
sneeuwwitje,sneeu*wittier,sneeuwwitj*e*,sneeuwwitj*e*,sneeuw*ittier,CORRECTLY_READ,0,1,S07C060M8_3+4LG,FP
goeiendag,groei**tag,g*oeiendag,g*oeiendag,groei*t*ag,g/25/4,1,1,S07C060M8_3+4LG,TP
vakantie,vacantie,vakantie,vakantie,vacantie,g/4/13,1,1,S07C060M8_3+4LG,TP
limonade,limonade,limonade,limonade,limonade,g/10,1,0,S07C060M8_3+4LG,FN
autorijden,outdoor e*ten,aut*o*r*ijden,aut**or*ijden,outdoor et*en,c,1,1,S07C060M8_3+4LG,TP
eindelijk,eentelijk,eindelijk,eindelijk,eentelijk,CORRECTLY_READ,0,1,S07C060M8_3+4LG,FP
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S07C060M8_3+4LG,TN
chocolade,schoolkouder schoolkouder,*cho**********c*o*l*a*de*,*ch****o******c**ol**ade*,schoolkouder schoolkouder,g/j,1,1,S07C060M8_3+4LG,TP
klas,glas,*klas,*klas,glas,CORRECTLY_READ,0,1,S08C030M2_1LG,FP
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
koe,koe,koe,koe,koe,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
arm,arn,arm,arm,arn,CORRECTLY_READ,0,1,S08C030M2_1LG,FP
groei,groei,groei,groei,groei,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
sjaal,schaal,sj*aal,s*jaal,schaal,CORRECTLY_READ,0,1,S08C030M2_1LG,FP
herfst,herfst,herfst,herfst,herfst,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
clown,slo*on,clow*n,cl*own,sloo*n,g/13,1,1,S08C030M2_1LG,TP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
hout,goud,hout,hout,goud,CORRECTLY_READ,0,1,S08C030M2_1LG,FP
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
gauw,goud,gauw,gauw,goud,CORRECTLY_READ,0,1,S08C030M2_1LG,FP
chips,chips,chips,chips,chips,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
reis,reis,reis,reis,reis,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
paard,paard,paard,paard,paard,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
muts,net*,muts,muts,net*,CORRECTLY_READ,0,1,S08C030M2_1LG,FP
nieuw,nieuw,nieuw,nieuw,nieuw,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
oog,hoog,*oog,*oog,hoog,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
knoop,knoop,knoop,knoop,knoop,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
plank,plank,plank,plank,plank,CORRECTLY_READ,0,0,S08C030M2_1LG,TN
water,water,*water,*water,water,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
schouder,scho*ters,schouder*,schouder*,scho*ters,CORRECTLY_READ,0,1,S08C030M2_2LG,FP
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
moeilijk,mo**le*k,moeilijk,moeilijk,mo**le*k,18,1,1,S08C030M2_2LG,TP
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,5,1,0,S08C030M2_2LG,FN
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
gooien,gooien,gooien,gooien,gooien,g/18/26,1,0,S08C030M2_2LG,FN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S08C030M2_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
liedje,li**tuen,liedj*e*,li**edje,lituen**,CORRECTLY_READ,0,1,S08C030M2_2LG,FP
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
fietsbel,fietsbel,fietsbel,fietsbel,fietsbel,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
vinger,vinger,vinger,vinger,vinger,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
dichtbij,dichtbij,dichtbij,dichtbij,dichtbij,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
